# Task,   Job,     Period,   Response, DL Miss?,   Lateness,  Tardiness
# task NAME=filter PID=4419 COST=10000000 PERIOD=33000000 CPU=0
  4419,   886,   33000000,   11569753,        0,  -21430247,          0
  4419,   887,   33000000,   10280700,        0,  -22719300,          0
  4419,   888,   33000000,   10310522,        0,  -22689478,          0
  4419,   889,   33000000,   10158626,        0,  -22841374,          0
  4419,   890,   33000000,    9643673,        0,  -23356327,          0
  4419,   891,   33000000,   11196595,        0,  -21803405,          0
  4419,   892,   33000000,    9613182,        0,  -23386818,          0
  4419,   893,   33000000,   10834594,        0,  -22165406,          0
  4419,   894,   33000000,   10197085,        0,  -22802915,          0
  4419,   895,   33000000,   10246963,        0,  -22753037,          0
  4419,   896,   33000000,   11043166,        0,  -21956834,          0
  4419,   897,   33000000,    9490229,        0,  -23509771,          0
  4419,   898,   33000000,   10432079,        0,  -22567921,          0
  4419,   899,   33000000,   14874058,        0,  -18125942,          0
  4419,   900,   33000000,   10169503,        0,  -22830497,          0
  4419,   901,   33000000,    9835679,        0,  -23164321,          0
  4419,   902,   33000000,    9553622,        0,  -23446378,          0
  4419,   903,   33000000,   10642155,        0,  -22357845,          0
  4419,   904,   33000000,   10774612,        0,  -22225388,          0
  4419,   905,   33000000,   10996968,        0,  -22003032,          0
  4419,   906,   33000000,    9484281,        0,  -23515719,          0
  4419,   907,   33000000,    9735505,        0,  -23264495,          0
  4419,   908,   33000000,   12289041,        0,  -20710959,          0
  4419,   909,   33000000,   10385437,        0,  -22614563,          0
  4419,   910,   33000000,    9409332,        0,  -23590668,          0
  4419,   911,   33000000,    9868799,        0,  -23131201,          0
  4419,   912,   33000000,    9809141,        0,  -23190859,          0
  4419,   913,   33000000,   10113638,        0,  -22886362,          0
  4419,   914,   33000000,   11127903,        0,  -21872097,          0
  4419,   915,   33000000,   10492179,        0,  -22507821,          0
  4419,   916,   33000000,    9802885,        0,  -23197115,          0
  4419,   917,   33000000,   10595133,        0,  -22404867,          0
  4419,   918,   33000000,    9991649,        0,  -23008351,          0
  4419,   919,   33000000,   10847762,        0,  -22152238,          0
  4419,   920,   33000000,   10194978,        0,  -22805022,          0
  4419,   921,   33000000,    9867729,        0,  -23132271,          0
  4419,   922,   33000000,   11014174,        0,  -21985826,          0
  4419,   923,   33000000,   10401647,        0,  -22598353,          0
  4419,   924,   33000000,   10831396,        0,  -22168604,          0
  4419,   925,   33000000,   10400840,        0,  -22599160,          0
  4419,   926,   33000000,   10015309,        0,  -22984691,          0
  4419,   927,   33000000,   10677904,        0,  -22322096,          0
  4419,   928,   33000000,    9774740,        0,  -23225260,          0
  4419,   929,   33000000,   11551804,        0,  -21448196,          0
  4419,   930,   33000000,   13546028,        0,  -19453972,          0
  4419,   931,   33000000,   10988634,        0,  -22011366,          0
  4419,   932,   33000000,    9948857,        0,  -23051143,          0
  4419,   933,   33000000,   10215876,        0,  -22784124,          0
  4419,   934,   33000000,   10699225,        0,  -22300775,          0
  4419,   935,   33000000,   10447859,        0,  -22552141,          0
  4419,   936,   33000000,   11608850,        0,  -21391150,          0
  4419,   937,   33000000,   10361956,        0,  -22638044,          0
  4419,   938,   33000000,   11508083,        0,  -21491917,          0
  4419,   939,   33000000,    9882526,        0,  -23117474,          0
  4419,   940,   33000000,    9637390,        0,  -23362610,          0
  4419,   941,   33000000,   11155772,        0,  -21844228,          0
  4419,   942,   33000000,    9988858,        0,  -23011142,          0
  4419,   943,   33000000,    9831158,        0,  -23168842,          0
  4419,   944,   33000000,   10383684,        0,  -22616316,          0
  4419,   945,   33000000,    9614958,        0,  -23385042,          0
  4419,   946,   33000000,   13786049,        0,  -19213951,          0
  4419,   947,   33000000,   12370563,        0,  -20629437,          0
  4419,   948,   33000000,   10978029,        0,  -22021971,          0
  4419,   949,   33000000,    9834367,        0,  -23165633,          0
  4419,   950,   33000000,    9771008,        0,  -23228992,          0
  4419,   951,   33000000,   12311277,        0,  -20688723,          0
  4419,   952,   33000000,    9104398,        0,  -23895602,          0
  4419,   953,   33000000,   10592776,        0,  -22407224,          0
  4419,   954,   33000000,    9797975,        0,  -23202025,          0
  4419,   955,   33000000,   10973068,        0,  -22026932,          0
  4419,   956,   33000000,    9677846,        0,  -23322154,          0
  4419,   957,   33000000,   10163373,        0,  -22836627,          0
  4419,   958,   33000000,    9733253,        0,  -23266747,          0
  4419,   959,   33000000,    9626184,        0,  -23373816,          0
  4419,   960,   33000000,   10861433,        0,  -22138567,          0
  4419,   961,   33000000,   12904778,        0,  -20095222,          0
  4419,   962,   33000000,   10899535,        0,  -22100465,          0
  4419,   963,   33000000,    9795784,        0,  -23204216,          0
  4419,   964,   33000000,    9760683,        0,  -23239317,          0
  4419,   965,   33000000,   11251979,        0,  -21748021,          0
  4419,   966,   33000000,   10052855,        0,  -22947145,          0
  4419,   967,   33000000,   10652199,        0,  -22347801,          0
  4419,   968,   33000000,   10383618,        0,  -22616382,          0
  4419,   969,   33000000,   10752573,        0,  -22247427,          0
  4419,   970,   33000000,   11306957,        0,  -21693043,          0
  4419,   971,   33000000,    9645824,        0,  -23354176,          0
  4419,   972,   33000000,   10657448,        0,  -22342552,          0
  4419,   973,   33000000,   10402680,        0,  -22597320,          0
  4419,   974,   33000000,    9847949,        0,  -23152051,          0
  4419,   975,   33000000,   10442060,        0,  -22557940,          0
  4419,   976,   33000000,    9587744,        0,  -23412256,          0
  4419,   977,   33000000,   10690639,        0,  -22309361,          0
  4419,   978,   33000000,    9860690,        0,  -23139310,          0
  4419,   979,   33000000,   13476296,        0,  -19523704,          0
  4419,   980,   33000000,    9940754,        0,  -23059246,          0
  4419,   981,   33000000,    9607075,        0,  -23392925,          0
  4419,   982,   33000000,    9808296,        0,  -23191704,          0
  4419,   983,   33000000,    9712884,        0,  -23287116,          0
  4419,   984,   33000000,   10093081,        0,  -22906919,          0
  4419,   985,   33000000,    9710531,        0,  -23289469,          0
  4419,   986,   33000000,    9983959,        0,  -23016041,          0
  4419,   987,   33000000,    9757468,        0,  -23242532,          0
  4419,   988,   33000000,   10863487,        0,  -22136513,          0
  4419,   989,   33000000,   10306246,        0,  -22693754,          0
  4419,   990,   33000000,    9767556,        0,  -23232444,          0
  4419,   991,   33000000,    9745924,        0,  -23254076,          0
  4419,   992,   33000000,   12861883,        0,  -20138117,          0
  4419,   993,   33000000,   10110993,        0,  -22889007,          0
  4419,   994,   33000000,   10008860,        0,  -22991140,          0
  4419,   995,   33000000,   10531007,        0,  -22468993,          0
  4419,   996,   33000000,   11252893,        0,  -21747107,          0
  4419,   997,   33000000,   10079323,        0,  -22920677,          0
  4419,   998,   33000000,   10539162,        0,  -22460838,          0
  4419,   999,   33000000,   10139196,        0,  -22860804,          0
  4419,  1000,   33000000,    9547044,        0,  -23452956,          0
  4419,  1001,   33000000,   11058216,        0,  -21941784,          0
  4419,  1002,   33000000,   10097275,        0,  -22902725,          0
  4419,  1003,   33000000,   11451643,        0,  -21548357,          0
  4419,  1004,   33000000,   10188680,        0,  -22811320,          0
  4419,  1005,   33000000,   10603252,        0,  -22396748,          0
  4419,  1006,   33000000,   10598052,        0,  -22401948,          0
  4419,  1007,   33000000,   10930634,        0,  -22069366,          0
  4419,  1008,   33000000,   11600137,        0,  -21399863,          0
  4419,  1009,   33000000,    9885737,        0,  -23114263,          0
  4419,  1010,   33000000,   10604450,        0,  -22395550,          0
  4419,  1011,   33000000,   10503028,        0,  -22496972,          0
  4419,  1012,   33000000,    9568115,        0,  -23431885,          0
  4419,  1013,   33000000,   11494758,        0,  -21505242,          0
  4419,  1014,   33000000,    9354788,        0,  -23645212,          0
  4419,  1015,   33000000,   11499449,        0,  -21500551,          0
  4419,  1016,   33000000,   10281010,        0,  -22718990,          0
  4419,  1017,   33000000,   10423864,        0,  -22576136,          0
  4419,  1018,   33000000,   10249345,        0,  -22750655,          0
  4419,  1019,   33000000,   10111379,        0,  -22888621,          0
  4419,  1020,   33000000,   10228651,        0,  -22771349,          0
  4419,  1021,   33000000,   10516206,        0,  -22483794,          0
  4419,  1022,   33000000,   11415062,        0,  -21584938,          0
  4419,  1023,   33000000,   14647856,        0,  -18352144,          0
  4419,  1024,   33000000,    9400876,        0,  -23599124,          0
  4419,  1025,   33000000,   10518303,        0,  -22481697,          0
  4419,  1026,   33000000,    9625453,        0,  -23374547,          0
  4419,  1027,   33000000,    9917347,        0,  -23082653,          0
  4419,  1028,   33000000,   10183851,        0,  -22816149,          0
  4419,  1029,   33000000,    9986005,        0,  -23013995,          0
  4419,  1030,   33000000,   11100918,        0,  -21899082,          0
  4419,  1031,   33000000,   10993894,        0,  -22006106,          0
  4419,  1032,   33000000,    9911009,        0,  -23088991,          0
  4419,  1033,   33000000,   10967825,        0,  -22032175,          0
  4419,  1034,   33000000,    9897355,        0,  -23102645,          0
  4419,  1035,   33000000,   10646103,        0,  -22353897,          0
  4419,  1036,   33000000,   10305306,        0,  -22694694,          0
  4419,  1037,   33000000,   10440362,        0,  -22559638,          0
  4419,  1038,   33000000,   11089951,        0,  -21910049,          0
  4419,  1039,   33000000,   10944673,        0,  -22055327,          0
  4419,  1040,   33000000,   11053195,        0,  -21946805,          0
  4419,  1041,   33000000,   10316822,        0,  -22683178,          0
  4419,  1042,   33000000,    9922264,        0,  -23077736,          0
  4419,  1043,   33000000,   11432872,        0,  -21567128,          0
  4419,  1044,   33000000,   10055442,        0,  -22944558,          0
  4419,  1045,   33000000,   11152007,        0,  -21847993,          0
  4419,  1046,   33000000,    9881883,        0,  -23118117,          0
  4419,  1047,   33000000,   10509004,        0,  -22490996,          0
  4419,  1048,   33000000,   11118266,        0,  -21881734,          0
  4419,  1049,   33000000,   11156745,        0,  -21843255,          0
  4419,  1050,   33000000,   10999690,        0,  -22000310,          0
  4419,  1051,   33000000,   10335734,        0,  -22664266,          0
  4419,  1052,   33000000,   10017650,        0,  -22982350,          0
  4419,  1053,   33000000,    9835296,        0,  -23164704,          0
  4419,  1054,   33000000,   13430004,        0,  -19569996,          0
  4419,  1055,   33000000,   10280613,        0,  -22719387,          0
  4419,  1056,   33000000,   10006987,        0,  -22993013,          0
  4419,  1057,   33000000,    9980670,        0,  -23019330,          0
  4419,  1058,   33000000,    9881934,        0,  -23118066,          0
  4419,  1059,   33000000,    9892584,        0,  -23107416,          0
  4419,  1060,   33000000,   10830138,        0,  -22169862,          0
  4419,  1061,   33000000,   10809091,        0,  -22190909,          0
  4419,  1062,   33000000,    9452672,        0,  -23547328,          0
  4419,  1063,   33000000,    9704561,        0,  -23295439,          0
  4419,  1064,   33000000,    9548258,        0,  -23451742,          0
  4419,  1065,   33000000,   11108873,        0,  -21891127,          0
  4419,  1066,   33000000,    9948441,        0,  -23051559,          0
  4419,  1067,   33000000,    9665874,        0,  -23334126,          0
  4419,  1068,   33000000,    9680109,        0,  -23319891,          0
  4419,  1069,   33000000,    9893879,        0,  -23106121,          0
  4419,  1070,   33000000,   10177071,        0,  -22822929,          0
  4419,  1071,   33000000,   10019585,        0,  -22980415,          0
  4419,  1072,   33000000,   10936046,        0,  -22063954,          0
  4419,  1073,   33000000,   11437174,        0,  -21562826,          0
  4419,  1074,   33000000,    9733490,        0,  -23266510,          0
  4419,  1075,   33000000,   11596494,        0,  -21403506,          0
  4419,  1076,   33000000,    9858945,        0,  -23141055,          0
  4419,  1077,   33000000,   10897518,        0,  -22102482,          0
  4419,  1078,   33000000,   10017889,        0,  -22982111,          0
  4419,  1079,   33000000,    9849566,        0,  -23150434,          0
  4419,  1080,   33000000,   10621354,        0,  -22378646,          0
  4419,  1081,   33000000,   10111429,        0,  -22888571,          0
  4419,  1082,   33000000,   10708681,        0,  -22291319,          0
  4419,  1083,   33000000,    9805848,        0,  -23194152,          0
  4419,  1084,   33000000,    9614219,        0,  -23385781,          0
  4419,  1085,   33000000,   14694635,        0,  -18305365,          0
  4419,  1086,   33000000,   11800124,        0,  -21199876,          0
  4419,  1087,   33000000,   11460753,        0,  -21539247,          0
  4419,  1088,   33000000,   10197424,        0,  -22802576,          0
  4419,  1089,   33000000,   10566732,        0,  -22433268,          0
  4419,  1090,   33000000,   10648889,        0,  -22351111,          0
  4419,  1091,   33000000,   10547371,        0,  -22452629,          0
  4419,  1092,   33000000,   11864751,        0,  -21135249,          0
  4419,  1093,   33000000,   10746036,        0,  -22253964,          0
  4419,  1094,   33000000,   11699073,        0,  -21300927,          0
  4419,  1095,   33000000,   12686538,        0,  -20313462,          0
  4419,  1096,   33000000,   12204596,        0,  -20795404,          0
  4419,  1097,   33000000,   10320780,        0,  -22679220,          0
  4419,  1098,   33000000,   10270451,        0,  -22729549,          0
  4419,  1099,   33000000,   10285032,        0,  -22714968,          0
  4419,  1100,   33000000,   10668289,        0,  -22331711,          0
  4419,  1101,   33000000,   10897893,        0,  -22102107,          0
  4419,  1102,   33000000,   11613966,        0,  -21386034,          0
  4419,  1103,   33000000,   11127370,        0,  -21872630,          0
  4419,  1104,   33000000,   11341300,        0,  -21658700,          0
  4419,  1105,   33000000,   11876501,        0,  -21123499,          0
  4419,  1106,   33000000,   12230668,        0,  -20769332,          0
  4419,  1107,   33000000,   11688335,        0,  -21311665,          0
  4419,  1108,   33000000,   11344254,        0,  -21655746,          0
  4419,  1109,   33000000,   14359239,        0,  -18640761,          0
  4419,  1110,   33000000,   13764316,        0,  -19235684,          0
  4419,  1111,   33000000,   11342151,        0,  -21657849,          0
  4419,  1112,   33000000,   11691389,        0,  -21308611,          0
  4419,  1113,   33000000,   11290069,        0,  -21709931,          0
  4419,  1114,   33000000,   13078650,        0,  -19921350,          0
  4419,  1115,   33000000,   10997061,        0,  -22002939,          0
  4419,  1116,   33000000,   17073342,        0,  -15926658,          0
  4419,  1117,   33000000,   12124553,        0,  -20875447,          0
  4419,  1118,   33000000,   12555365,        0,  -20444635,          0
  4419,  1119,   33000000,   11073210,        0,  -21926790,          0
  4419,  1120,   33000000,   10112325,        0,  -22887675,          0
  4419,  1121,   33000000,   13075701,        0,  -19924299,          0
  4419,  1122,   33000000,   14600803,        0,  -18399197,          0
  4419,  1123,   33000000,   11118218,        0,  -21881782,          0
  4419,  1124,   33000000,   19837801,        0,  -13162199,          0
  4419,  1125,   33000000,   22686690,        0,  -10313310,          0
  4419,  1126,   33000000,   11267837,        0,  -21732163,          0
  4419,  1127,   33000000,   16238409,        0,  -16761591,          0
  4419,  1128,   33000000,   12162971,        0,  -20837029,          0
  4419,  1129,   33000000,   13960059,        0,  -19039941,          0
  4419,  1130,   33000000,   11429668,        0,  -21570332,          0
  4419,  1131,   33000000,   11235818,        0,  -21764182,          0
  4419,  1132,   33000000,   15186192,        0,  -17813808,          0
  4419,  1133,   33000000,   12514053,        0,  -20485947,          0
  4419,  1134,   33000000,    9792697,        0,  -23207303,          0
  4419,  1135,   33000000,   10403546,        0,  -22596454,          0
  4419,  1136,   33000000,    9817735,        0,  -23182265,          0
  4419,  1137,   33000000,   11355934,        0,  -21644066,          0
  4419,  1138,   33000000,   11026059,        0,  -21973941,          0
  4419,  1139,   33000000,   10464203,        0,  -22535797,          0
  4419,  1140,   33000000,   11317999,        0,  -21682001,          0
  4419,  1141,   33000000,   12154598,        0,  -20845402,          0
  4419,  1142,   33000000,   11788475,        0,  -21211525,          0
  4419,  1143,   33000000,   12486563,        0,  -20513437,          0
  4419,  1144,   33000000,   10320339,        0,  -22679661,          0
  4419,  1145,   33000000,   13985247,        0,  -19014753,          0
  4419,  1146,   33000000,   11686810,        0,  -21313190,          0
  4419,  1147,   33000000,   14454800,        0,  -18545200,          0
  4419,  1148,   33000000,   10073933,        0,  -22926067,          0
  4419,  1149,   33000000,   10727128,        0,  -22272872,          0
  4419,  1150,   33000000,   11344167,        0,  -21655833,          0
  4419,  1151,   33000000,   10302111,        0,  -22697889,          0
  4419,  1152,   33000000,   10148151,        0,  -22851849,          0
  4419,  1153,   33000000,   10958512,        0,  -22041488,          0
  4419,  1154,   33000000,   10679258,        0,  -22320742,          0
  4419,  1155,   33000000,   14878334,        0,  -18121666,          0
  4419,  1156,   33000000,   10902503,        0,  -22097497,          0
  4419,  1157,   33000000,   12660195,        0,  -20339805,          0
  4419,  1158,   33000000,   11905764,        0,  -21094236,          0
  4419,  1159,   33000000,   12324411,        0,  -20675589,          0
  4419,  1160,   33000000,   11534449,        0,  -21465551,          0
  4419,  1161,   33000000,   12405778,        0,  -20594222,          0
  4419,  1162,   33000000,   12210373,        0,  -20789627,          0
  4419,  1163,   33000000,   13172603,        0,  -19827397,          0
  4419,  1164,   33000000,   10956866,        0,  -22043134,          0
  4419,  1165,   33000000,   12472847,        0,  -20527153,          0
  4419,  1166,   33000000,   11004077,        0,  -21995923,          0
  4419,  1167,   33000000,   12441071,        0,  -20558929,          0
  4419,  1168,   33000000,   11320389,        0,  -21679611,          0
  4419,  1169,   33000000,   12694749,        0,  -20305251,          0
  4419,  1170,   33000000,   10680449,        0,  -22319551,          0
  4419,  1171,   33000000,   10694007,        0,  -22305993,          0
  4419,  1172,   33000000,   10872278,        0,  -22127722,          0
  4419,  1173,   33000000,   11092173,        0,  -21907827,          0
  4419,  1174,   33000000,   10871690,        0,  -22128310,          0
  4419,  1175,   33000000,   10773018,        0,  -22226982,          0
  4419,  1176,   33000000,   11138288,        0,  -21861712,          0
  4419,  1177,   33000000,   10925762,        0,  -22074238,          0
  4419,  1178,   33000000,   15087892,        0,  -17912108,          0
  4419,  1179,   33000000,   10499911,        0,  -22500089,          0
  4419,  1180,   33000000,   10925036,        0,  -22074964,          0
  4419,  1181,   33000000,   11759665,        0,  -21240335,          0
  4419,  1182,   33000000,   10494576,        0,  -22505424,          0
  4419,  1183,   33000000,   11316304,        0,  -21683696,          0
  4419,  1184,   33000000,   11255843,        0,  -21744157,          0
  4419,  1185,   33000000,   11575005,        0,  -21424995,          0
  4419,  1186,   33000000,   13048019,        0,  -19951981,          0
  4419,  1187,   33000000,   10877921,        0,  -22122079,          0
  4419,  1188,   33000000,   13622847,        0,  -19377153,          0
  4419,  1189,   33000000,   11577353,        0,  -21422647,          0
  4419,  1190,   33000000,   11397661,        0,  -21602339,          0
  4419,  1191,   33000000,   13759512,        0,  -19240488,          0
  4419,  1192,   33000000,   10109209,        0,  -22890791,          0
  4419,  1193,   33000000,   12878828,        0,  -20121172,          0
  4419,  1194,   33000000,   10561268,        0,  -22438732,          0
  4419,  1195,   33000000,   12720547,        0,  -20279453,          0
  4419,  1196,   33000000,   10415585,        0,  -22584415,          0
  4419,  1197,   33000000,   13319028,        0,  -19680972,          0
  4419,  1198,   33000000,   11053761,        0,  -21946239,          0
  4419,  1199,   33000000,   11478236,        0,  -21521764,          0
  4419,  1200,   33000000,   12055142,        0,  -20944858,          0
  4419,  1201,   33000000,   12272450,        0,  -20727550,          0
  4419,  1202,   33000000,   12184922,        0,  -20815078,          0
  4419,  1203,   33000000,   13074562,        0,  -19925438,          0
  4419,  1204,   33000000,   13019659,        0,  -19980341,          0
  4419,  1205,   33000000,   12631772,        0,  -20368228,          0
  4419,  1206,   33000000,   10263123,        0,  -22736877,          0
  4419,  1207,   33000000,   10712428,        0,  -22287572,          0
  4419,  1208,   33000000,   10583496,        0,  -22416504,          0
  4419,  1209,   33000000,   15342381,        0,  -17657619,          0
  4419,  1210,   33000000,   11034222,        0,  -21965778,          0
  4419,  1211,   33000000,   10468774,        0,  -22531226,          0
  4419,  1212,   33000000,   10280974,        0,  -22719026,          0
  4419,  1213,   33000000,   10579922,        0,  -22420078,          0
  4419,  1214,   33000000,   11322232,        0,  -21677768,          0
  4419,  1215,   33000000,   10455409,        0,  -22544591,          0
  4419,  1216,   33000000,   11222717,        0,  -21777283,          0
  4419,  1217,   33000000,   11564740,        0,  -21435260,          0
  4419,  1218,   33000000,   10459523,        0,  -22540477,          0
  4419,  1219,   33000000,   11756717,        0,  -21243283,          0
  4419,  1220,   33000000,   11189550,        0,  -21810450,          0
  4419,  1221,   33000000,   11253173,        0,  -21746827,          0
  4419,  1222,   33000000,   12334681,        0,  -20665319,          0
  4419,  1223,   33000000,   10524287,        0,  -22475713,          0
  4419,  1224,   33000000,   11598931,        0,  -21401069,          0
  4419,  1225,   33000000,   13649618,        0,  -19350382,          0
  4419,  1226,   33000000,   11058568,        0,  -21941432,          0
  4419,  1227,   33000000,   12267039,        0,  -20732961,          0
  4419,  1228,   33000000,   12160186,        0,  -20839814,          0
  4419,  1229,   33000000,   10586065,        0,  -22413935,          0
  4419,  1230,   33000000,   10788719,        0,  -22211281,          0
  4419,  1231,   33000000,   10519508,        0,  -22480492,          0
  4419,  1232,   33000000,   10820116,        0,  -22179884,          0
  4419,  1233,   33000000,   11898184,        0,  -21101816,          0
  4419,  1234,   33000000,   11192586,        0,  -21807414,          0
  4419,  1235,   33000000,   10538760,        0,  -22461240,          0
  4419,  1236,   33000000,   10118888,        0,  -22881112,          0
  4419,  1237,   33000000,    9962351,        0,  -23037649,          0
  4419,  1238,   33000000,   11100823,        0,  -21899177,          0
  4419,  1239,   33000000,   10191080,        0,  -22808920,          0
  4419,  1240,   33000000,   13161775,        0,  -19838225,          0
  4419,  1241,   33000000,   11433121,        0,  -21566879,          0
  4419,  1242,   33000000,    9967864,        0,  -23032136,          0
  4419,  1243,   33000000,   11422466,        0,  -21577534,          0
  4419,  1244,   33000000,    9976484,        0,  -23023516,          0
  4419,  1245,   33000000,    9838344,        0,  -23161656,          0
  4419,  1246,   33000000,   11993267,        0,  -21006733,          0
  4419,  1247,   33000000,   10608081,        0,  -22391919,          0
  4419,  1248,   33000000,   13047470,        0,  -19952530,          0
  4419,  1249,   33000000,   11560669,        0,  -21439331,          0
  4419,  1250,   33000000,   11108839,        0,  -21891161,          0
  4419,  1251,   33000000,   11409907,        0,  -21590093,          0
  4419,  1252,   33000000,    9557977,        0,  -23442023,          0
  4419,  1253,   33000000,   14367644,        0,  -18632356,          0
  4419,  1254,   33000000,   10691374,        0,  -22308626,          0
  4419,  1255,   33000000,   10917984,        0,  -22082016,          0
  4419,  1256,   33000000,   10209057,        0,  -22790943,          0
  4419,  1257,   33000000,   10483476,        0,  -22516524,          0
  4419,  1258,   33000000,   12478200,        0,  -20521800,          0
  4419,  1259,   33000000,   10486052,        0,  -22513948,          0
  4419,  1260,   33000000,   10423944,        0,  -22576056,          0
  4419,  1261,   33000000,   12536625,        0,  -20463375,          0
  4419,  1262,   33000000,   13264310,        0,  -19735690,          0
  4419,  1263,   33000000,   13273084,        0,  -19726916,          0
  4419,  1264,   33000000,    9691577,        0,  -23308423,          0
  4419,  1265,   33000000,   10710786,        0,  -22289214,          0
  4419,  1266,   33000000,   11051443,        0,  -21948557,          0
  4419,  1267,   33000000,    9730745,        0,  -23269255,          0
  4419,  1268,   33000000,   10331660,        0,  -22668340,          0
  4419,  1269,   33000000,    9825846,        0,  -23174154,          0
  4419,  1270,   33000000,   10983858,        0,  -22016142,          0
  4419,  1271,   33000000,   13929273,        0,  -19070727,          0
  4419,  1272,   33000000,   10972181,        0,  -22027819,          0
  4419,  1273,   33000000,   10198760,        0,  -22801240,          0
  4419,  1274,   33000000,   10013633,        0,  -22986367,          0
  4419,  1275,   33000000,   11005688,        0,  -21994312,          0
  4419,  1276,   33000000,    9924325,        0,  -23075675,          0
  4419,  1277,   33000000,   11749154,        0,  -21250846,          0
  4419,  1278,   33000000,   10371318,        0,  -22628682,          0
  4419,  1279,   33000000,    9972470,        0,  -23027530,          0
  4419,  1280,   33000000,    9773309,        0,  -23226691,          0
  4419,  1281,   33000000,    9812012,        0,  -23187988,          0
  4419,  1282,   33000000,   10169863,        0,  -22830137,          0
  4419,  1283,   33000000,    9793408,        0,  -23206592,          0
  4419,  1284,   33000000,   10234364,        0,  -22765636,          0
  4419,  1285,   33000000,   10026118,        0,  -22973882,          0
  4419,  1286,   33000000,   10951623,        0,  -22048377,          0
  4419,  1287,   33000000,   10017317,        0,  -22982683,          0
  4419,  1288,   33000000,    9909984,        0,  -23090016,          0
  4419,  1289,   33000000,   11751403,        0,  -21248597,          0
  4419,  1290,   33000000,   10526030,        0,  -22473970,          0
  4419,  1291,   33000000,   11636722,        0,  -21363278,          0
  4419,  1292,   33000000,   10983750,        0,  -22016250,          0
  4419,  1293,   33000000,   11080007,        0,  -21919993,          0
  4419,  1294,   33000000,   12763712,        0,  -20236288,          0
  4419,  1295,   33000000,   11230376,        0,  -21769624,          0
  4419,  1296,   33000000,   10941702,        0,  -22058298,          0
  4419,  1297,   33000000,   10105447,        0,  -22894553,          0
  4419,  1298,   33000000,   10903515,        0,  -22096485,          0
  4419,  1299,   33000000,   11825922,        0,  -21174078,          0
  4419,  1300,   33000000,    9687568,        0,  -23312432,          0
  4419,  1301,   33000000,   11698149,        0,  -21301851,          0
  4419,  1302,   33000000,   14642827,        0,  -18357173,          0
  4419,  1303,   33000000,   10149165,        0,  -22850835,          0
  4419,  1304,   33000000,   11094156,        0,  -21905844,          0
  4419,  1305,   33000000,   10855560,        0,  -22144440,          0
  4419,  1306,   33000000,   11918761,        0,  -21081239,          0
  4419,  1307,   33000000,   11861523,        0,  -21138477,          0
  4419,  1308,   33000000,   13059648,        0,  -19940352,          0
  4419,  1309,   33000000,   12714946,        0,  -20285054,          0
  4419,  1310,   33000000,   12812672,        0,  -20187328,          0
  4419,  1311,   33000000,   10849735,        0,  -22150265,          0
  4419,  1312,   33000000,   10207703,        0,  -22792297,          0
  4419,  1313,   33000000,   13144941,        0,  -19855059,          0
  4419,  1314,   33000000,   11856585,        0,  -21143415,          0
  4419,  1315,   33000000,   12574708,        0,  -20425292,          0
  4419,  1316,   33000000,   12885245,        0,  -20114755,          0
  4419,  1317,   33000000,   14799977,        0,  -18200023,          0
  4419,  1318,   33000000,   13762164,        0,  -19237836,          0
  4419,  1319,   33000000,   12038544,        0,  -20961456,          0
  4419,  1320,   33000000,   12145355,        0,  -20854645,          0
  4419,  1321,   33000000,   11627846,        0,  -21372154,          0
  4419,  1322,   33000000,   11174347,        0,  -21825653,          0
  4419,  1323,   33000000,   10471081,        0,  -22528919,          0
  4419,  1324,   33000000,    9371207,        0,  -23628793,          0
  4419,  1325,   33000000,   16316880,        0,  -16683120,          0
  4419,  1326,   33000000,    9925591,        0,  -23074409,          0
  4419,  1327,   33000000,    9152748,        0,  -23847252,          0
  4419,  1328,   33000000,   10044566,        0,  -22955434,          0
  4419,  1329,   33000000,    9684004,        0,  -23315996,          0
  4419,  1330,   33000000,    9855208,        0,  -23144792,          0
  4419,  1331,   33000000,    9884361,        0,  -23115639,          0
  4419,  1332,   33000000,   10630583,        0,  -22369417,          0
  4419,  1333,   33000000,   16611798,        0,  -16388202,          0
  4419,  1334,   33000000,    9126339,        0,  -23873661,          0
  4419,  1335,   33000000,    9855898,        0,  -23144102,          0
  4419,  1336,   33000000,    9807064,        0,  -23192936,          0
  4419,  1337,   33000000,   12326757,        0,  -20673243,          0
  4419,  1338,   33000000,   11095605,        0,  -21904395,          0
  4419,  1339,   33000000,   11372633,        0,  -21627367,          0
  4419,  1340,   33000000,   11280971,        0,  -21719029,          0
  4419,  1341,   33000000,   10680119,        0,  -22319881,          0
  4419,  1342,   33000000,   12496333,        0,  -20503667,          0
  4419,  1343,   33000000,   11143707,        0,  -21856293,          0
  4419,  1344,   33000000,   11344633,        0,  -21655367,          0
  4419,  1345,   33000000,   10121157,        0,  -22878843,          0
  4419,  1346,   33000000,    9943888,        0,  -23056112,          0
  4419,  1347,   33000000,   11530473,        0,  -21469527,          0
  4419,  1348,   33000000,    9642728,        0,  -23357272,          0
  4419,  1349,   33000000,   12441220,        0,  -20558780,          0
  4419,  1350,   33000000,   10108349,        0,  -22891651,          0
  4419,  1351,   33000000,   10903607,        0,  -22096393,          0
  4419,  1352,   33000000,   10476374,        0,  -22523626,          0
  4419,  1353,   33000000,   10925058,        0,  -22074942,          0
